Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,SoT,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasMedCmp,PasMedAtt,PasLonCmp,PasLonAtt,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToTkl,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,OG,Recov,AerWon,AerLost,Market Value,Market Value Euros,90s,SoT%,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,TklDri%,ToSuc%,ToTkl%,AerWon%,Market Value Log,Goals_per90,Assists_per90,SCA_per90,GCA_per90,PasProg_per90,Carries_per90,Tkl_per90,Int_per90,Age_Premium,Superstar_Index,Elite_Market_Signal,Potential_Score
Abner,BRA,DF,Betis,La Liga,22,4,3,272,0,0.33,0.0,0.0,7.8,0.0,0.0,0.0,39.0,54.3,590.0,265.3,20.7,23.3,13.3,20.0,2.33,5.67,0.0,0.0,3.0,0.33,0.0,3.33,54.3,42.3,11.7,0.33,0.0,0.67,1.33,11.3,0.0,0.0,0.0,0.0,39.0,0.33,2.33,1.0,0.67,0.0,0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,2.67,2.33,2.33,0.33,0.0,2.0,2.33,0.33,1.33,0.67,0.67,2.0,4.67,2.67,0.0,65.7,4.67,20.7,30.7,15.0,1.67,65.7,1.33,0.33,1.0,30.3,112.7,67.3,0.67,0.67,0.33,1.0,0.67,35.0,3.67,0.0,0.0,0.0,0.67,0.67,0.0,1.33,2.33,0.0,0.0,6.0,1.0,2.0,€10.00m,10000000.0,3.022222222222222,0.0,71.8232044198895,88.8412017167382,66.5,41.09347442680777,85.83690987124464,24.81203007518797,75.18796992481202,33.33333333333333,16.118095750958314,0.0,0.0,0.33088235294117646,0.10919117647058825,1.1018382352941176,10.025735294117647,0.8834558823529411,0.6617647058823529,1.8,0.1927389705882353,0.3469301470588236,7
Achraf Dari,MAR,DF,Brest,Ligue 1,23,12,10,901,1,0.2,5.0,5.0,15.4,0.0,0.0,0.0,40.2,49.1,918.7,309.2,8.0,9.7,23.5,25.8,8.1,12.3,0.0,0.1,2.2,0.0,0.0,3.0,49.1,47.0,1.9,1.9,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,40.2,0.2,0.3,0.5,0.3,0.1,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,1.2,0.9,0.9,0.3,0.0,0.8,1.1,0.3,1.0,0.6,0.4,1.3,2.5,3.7,0.2,58.6,8.1,31.7,26.1,1.2,0.9,58.6,0.0,0.0,0.0,40.9,210.5,87.9,0.2,0.1,0.0,0.3,0.3,36.3,0.1,0.1,0.0,0.0,0.8,1.0,0.1,0.0,0.9,0.1,0.0,5.1,1.9,1.6,€1.20m,1200000.0,10.011111111111111,20.0,81.87372708757637,82.47422680412372,91.08527131782945,65.85365853658536,72.72727272727273,0.0,0.0,54.285714285714285,13.997832948091215,0.09988901220865705,0.0,0.049944506104328525,0.01997780244173141,0.29966703662597116,4.085460599334073,0.11986681465038845,0.12985571587125416,1.4,0.0779134295227525,0.10907880133185349,7
Achraf Hakimi,MAR,DFMF,Paris S-G,Ligue 1,24,21,16,1508,4,0.42,9.523809523809524,9.523809523809524,15.5,0.0,0.0,0.0,56.1,63.4,712.6,197.6,35.9,39.0,15.4,17.0,0.95,1.67,0.18,1.73,2.08,2.08,0.6,4.4,63.4,58.2,5.24,0.71,0.06,0.06,1.79,4.46,0.06,0.0,0.0,0.0,56.1,0.0,1.49,3.45,3.04,0.06,0.12,0.12,0.0,0.12,0.48,0.3,0.0,0.06,0.06,0.0,0.06,2.38,1.43,0.83,0.95,0.6,1.37,2.26,0.89,1.49,0.06,1.43,0.54,2.92,0.54,0.0,72.1,1.85,14.8,29.1,29.1,3.63,72.1,2.98,1.19,1.31,57.0,323.9,180.3,3.99,3.1,1.07,0.95,1.01,53.5,10.6,0.3,0.0,0.0,1.31,0.65,0.18,1.79,1.43,0.0,0.0,5.6,0.3,0.36,€80.00m,80000000.0,16.755555555555556,10.5,88.4858044164038,92.05128205128204,90.58823529411765,56.886227544910184,60.61946902654868,39.93288590604027,43.959731543624166,45.45454545454546,18.197537205138154,0.23872679045092837,0.010742705570291776,0.20590185676392572,0.028647214854111404,0.26259946949602125,3.4018567639257293,0.14204244031830238,0.03222811671087533,1.4,0.15744031830238725,0.22041644562334214,7
Adam Armstrong,ENG,FW,Southampton,Premier League,26,20,12,1027,1,0.79,1.2658227848101264,1.2658227848101264,16.8,0.0,0.0,0.0,16.2,22.1,244.6,46.8,8.77,10.4,5.35,6.84,1.05,1.67,0.09,0.88,0.96,0.79,0.18,1.32,22.1,19.4,2.72,0.0,0.0,0.35,1.14,0.26,0.0,0.0,0.0,0.0,16.2,0.0,1.4,1.58,1.49,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.88,0.53,0.26,0.35,0.26,0.0,0.53,0.53,1.14,0.26,0.88,0.26,1.14,0.44,0.0,32.2,0.61,4.74,12.3,16.0,3.16,32.2,2.63,0.7,1.58,18.2,168.5,72.4,2.89,1.75,0.79,1.4,1.32,19.4,4.65,0.0,0.0,0.0,0.96,0.61,0.09,1.14,0.53,0.0,0.0,3.86,0.26,1.23,€8.00m,8000000.0,11.411111111111111,79.0,73.30316742081448,84.32692307692307,78.21637426900584,62.87425149700599,0.0,26.61596958174905,60.07604562737643,17.449664429530202,15.894952224644102,0.08763388510223953,0.007887049659201558,0.13846153846153847,0.007887049659201558,0.11567672833495618,1.5949367088607593,0.07711781888997078,0.02278481012658228,1.0,0.0726923076923077,0.0726923076923077,4
Adam Buksa,POL,FWMF,Lens,Ligue 1,26,4,0,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,22.9,185.7,21.4,4.29,8.57,5.71,8.57,0.0,1.43,0.0,0.0,1.43,0.0,0.0,1.43,22.9,22.9,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,37.1,0.0,0.0,21.4,15.7,7.14,37.1,0.0,0.0,0.0,30.0,115.7,15.7,0.0,0.0,0.0,10.0,2.86,32.9,10.0,0.0,0.0,0.0,4.29,1.43,0.0,1.43,0.0,0.0,0.0,2.86,1.43,2.86,€4.00m,4000000.0,0.7,0.0,49.78165938864629,50.05834305717619,66.62777129521587,0.0,0.0,0.0,0.0,33.33333333333333,15.201805169084134,0.0,0.0,0.0,0.0,2.0428571428571427,42.85714285714286,2.0428571428571427,0.0,1.0,0.2042857142857143,0.2042857142857143,4
Adam Forshaw,ENG,MF,Leeds United,Premier League,31,5,2,159,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,36.1,399.4,161.1,18.9,20.0,5.56,6.11,2.22,6.11,0.0,1.11,4.44,0.0,0.0,4.44,36.1,33.9,2.22,1.11,0.0,0.0,2.22,0.0,1.11,0.56,0.56,0.0,30.0,0.0,0.56,2.22,1.67,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.56,0.0,1.11,0.0,0.56,3.33,2.78,1.67,0.0,1.67,0.0,1.11,0.56,0.0,43.9,1.11,7.78,31.1,6.11,0.0,43.9,2.78,2.22,0.56,24.4,122.8,50.0,0.0,1.11,0.0,2.22,0.56,28.3,0.0,0.0,0.0,0.0,1.11,1.67,0.0,2.22,0.56,0.0,0.0,5.56,0.0,0.56,€200k,200000.0,1.7666666666666666,0.0,83.10249307479224,94.5,90.99836333878886,36.33387888707038,16.816816816816818,79.85611510791368,20.143884892086334,0.0,12.206077645517674,0.0,0.0,1.2566037735849058,0.0,2.5132075471698117,13.81132075471698,0.6283018867924529,0.0,1.0,0.5026415094339624,0.5026415094339624,4
Adam Hlo?ek,CZE,FWMF,Leverkusen,Bundesliga,20,18,11,878,3,0.92,3.260869565217391,3.260869565217391,18.2,0.2,0.0,0.0,18.2,24.4,264.6,81.1,11.4,13.7,4.29,5.61,1.63,2.55,0.31,1.73,1.63,0.51,0.0,2.65,24.4,22.4,1.94,0.1,0.1,0.0,1.43,0.1,1.12,0.51,0.41,0.0,18.2,0.0,0.82,3.37,2.45,0.31,0.1,0.41,0.1,0.0,0.82,0.61,0.0,0.0,0.2,0.0,0.0,0.71,0.2,0.41,0.2,0.1,0.2,0.51,0.31,0.82,0.2,0.61,0.51,1.22,0.71,0.0,35.3,0.82,3.67,16.8,15.2,3.16,35.3,1.53,0.51,0.51,16.8,78.4,36.3,1.53,0.92,0.71,2.45,1.43,25.3,5.0,0.1,0.0,0.0,1.53,1.43,0.1,1.43,0.2,0.0,0.0,2.14,1.53,2.76,€12.00m,12000000.0,9.755555555555556,30.66666666666667,74.59016393442623,83.2116788321168,76.47058823529412,63.921568627450974,39.21568627450981,33.33333333333333,33.33333333333333,35.66433566433567,16.300417291085605,0.3075170842824601,0.031776765375854214,0.34544419134396354,0.08405466970387243,0.2716400911161731,1.7220956719817766,0.07277904328018223,0.05227790432801822,1.8,0.22284738041002278,0.401125284738041,10
Adam Masina,MAR,DF,Udinese,Serie A,29,4,4,304,1,0.29,3.4482758620689657,3.4482758620689657,13.1,0.0,0.0,0.0,32.9,43.5,721.5,340.9,10.3,12.4,15.9,20.0,6.18,9.71,0.0,0.29,2.35,0.59,0.59,2.35,43.5,37.6,5.29,1.47,0.0,0.88,1.47,3.82,0.0,0.0,0.0,0.0,32.9,0.59,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.88,0.59,0.59,0.0,0.59,0.88,0.29,0.59,0.59,0.0,2.06,3.24,3.53,0.29,51.5,5.29,26.2,21.5,4.71,0.88,51.5,0.0,0.0,0.0,31.8,192.1,99.4,0.59,0.29,0.29,0.29,0.29,29.7,0.29,0.0,0.0,0.0,0.59,0.0,0.0,1.47,0.88,0.0,0.0,3.53,3.82,1.47,€1.00m,1000000.0,3.3777777777777778,28.999999999999996,75.63218390804597,83.06451612903226,79.5,63.64572605561276,67.04545454545455,0.0,0.0,72.2117202268431,13.815511557963774,0.29605263157894735,0.0,0.08585526315789473,0.0,0.6957236842105263,9.414473684210527,0.3493421052631579,0.6098684210526316,1.0,0.19036184210526313,0.19036184210526313,4
Adam Ounas,ALG,FW,Napoli,Serie A,26,15,9,799,1,0.92,1.0869565217391304,1.0869565217391304,23.35,0.34,0.0,0.0,98.2,132.5,2084.9,596.4,45.5,53.5,22.8,34.2,29.14,31.9,0.11,2.53,13.1,7.99,0.34,25.86,132.5,122.0,4.94,1.15,0.46,5.34,6.9,0.34,3.45,1.49,0.69,0.0,98.2,5.57,6.26,15.29,3.22,1.26,5.34,5.34,0.11,0.0,5.57,0.34,0.11,0.0,5.11,0.0,0.0,1.72,0.92,0.34,0.92,0.46,0.46,1.03,0.57,1.49,0.0,1.49,5.57,7.3,0.46,0.0,157.1,0.69,24.48,84.1,60.1,7.87,157.1,17.7,13.33,2.99,117.6,976.5,722.4,20.17,14.02,0.8,2.41,2.53,130.1,15.7,0.11,0.0,0.0,1.49,2.99,0.23,6.9,0.92,0.0,0.0,5.4,5.57,0.69,€1.50m,1500000.0,8.877777777777778,92.0,74.11320754716981,85.04672897196261,66.66666666666666,91.34796238244515,44.66019417475729,75.31073446327684,16.89265536723164,88.97763578274761,14.220976332738882,0.11264080100125155,0.012390488110137671,1.7222778473091362,0.6274092615769712,2.9128911138923654,13.246558197747182,0.1937421777221527,0.6274092615769712,1.0,0.7717584480600751,0.7717584480600751,4
Adam Smith,ENG,DF,Bournemouth,Premier League,31,21,21,1805,0,0.05,0.0,0.0,12.5,0.0,0.0,0.0,31.6,41.1,538.8,233.7,15.4,17.4,12.8,15.8,2.89,6.27,0.05,0.35,2.49,0.85,0.5,2.99,41.1,32.3,8.71,0.75,0.0,0.1,1.24,7.96,0.0,0.0,0.0,0.0,31.6,0.05,0.85,0.7,0.6,0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.79,1.04,1.0,0.65,0.15,1.04,2.04,1.0,1.14,0.45,0.7,0.7,2.49,2.19,0.0,49.1,2.94,19.8,21.3,8.81,0.45,49.1,0.95,0.2,0.6,21.0,92.2,47.9,0.8,0.7,0.05,0.8,0.15,25.4,0.9,0.35,0.0,0.0,1.04,0.65,0.0,1.24,1.04,0.0,0.0,4.03,0.7,1.29,€500k,500000.0,20.055555555555557,0.0,76.88564476885645,88.5057471264368,81.0126582278481,46.09250398724083,50.98039215686274,21.05263157894737,63.1578947368421,35.175879396984925,13.122365377402328,0.0,0.002493074792243767,0.03490304709141274,0.002493074792243767,0.14908587257617728,1.0470914127423823,0.08925207756232686,0.03490304709141274,1.0,0.022761772853185595,0.022761772853185595,4
Adam Webster,ENG,DF,Brighton,Premier League,28,16,14,1248,0,0.07,0.0,0.0,11.4,0.0,0.0,0.0,62.5,71.6,1172.4,436.7,23.6,25.5,32.0,35.5,6.26,8.92,0.0,0.14,5.4,0.29,0.07,4.96,71.6,67.8,3.74,1.29,0.0,0.43,0.14,2.45,0.0,0.0,0.0,0.0,62.5,0.0,0.36,0.72,0.65,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.86,0.58,0.43,0.36,0.07,0.36,0.65,0.29,1.29,0.72,0.58,1.08,1.94,2.73,0.14,80.1,7.05,35.3,39.5,5.76,1.22,80.1,0.43,0.07,0.29,50.6,241.5,139.1,0.86,0.86,0.0,0.5,0.22,55.4,0.36,0.07,0.0,0.0,0.5,0.29,0.0,0.14,0.58,0.0,0.07,6.69,2.73,1.22,€5.00m,5000000.0,13.866666666666667,0.0,87.2905027932961,92.54901960784314,90.14084507042254,70.17937219730942,55.38461538461538,16.27906976744186,67.44186046511628,69.11392405063292,15.424948670398354,0.0,0.0,0.05192307692307692,0.005048076923076923,0.3576923076923077,3.6490384615384617,0.062019230769230764,0.07788461538461539,1.0,0.04691105769230769,0.04691105769230769,4
Adama Traoré,ESP,FWMF,Wolves,Premier League,27,19,7,900,1,0.3,3.3333333333333335,3.3333333333333335,14.9,0.0,0.0,0.0,19.6,30.0,284.6,70.1,12.3,16.6,5.0,7.6,1.3,2.6,0.1,1.3,1.1,1.3,0.8,2.4,30.0,29.9,0.0,0.0,0.2,0.0,4.7,0.0,0.0,0.0,0.0,0.0,19.6,0.1,1.3,2.7,2.3,0.0,0.1,0.1,0.2,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,1.0,0.4,0.4,0.3,0.3,0.2,0.4,0.2,0.6,0.1,0.5,0.1,1.1,0.6,0.0,42.6,0.7,5.8,15.8,22.0,3.1,42.6,5.7,2.3,2.5,27.5,238.1,124.0,5.0,2.2,1.3,3.6,1.6,32.6,8.9,0.0,0.0,0.0,0.8,1.8,0.3,4.7,0.4,0.0,0.0,4.1,2.5,1.2,€8.00m,8000000.0,10.0,30.0,65.33333333333334,74.09638554216868,65.78947368421053,50.0,50.0,40.35087719298245,43.859649122807014,67.56756756756756,15.894952224644102,0.1,0.01,0.27,0.03,0.24,2.75,0.1,0.01,1.0,0.1195,0.1195,4
Ademola Lookman,NGA,FWMF,Atalanta,Serie A,25,21,16,1299,12,1.04,11.538461538461538,11.538461538461538,16.0,0.07,0.21,0.21,25.4,33.4,359.8,108.2,13.9,16.5,7.92,10.3,1.46,2.57,0.28,2.08,1.6,1.74,0.28,4.17,33.4,30.7,2.71,0.42,0.35,0.14,2.29,0.56,1.11,0.14,0.49,0.0,25.4,0.0,1.11,4.65,3.19,0.42,0.35,0.35,0.35,0.0,0.69,0.42,0.0,0.07,0.14,0.07,0.0,0.56,0.21,0.14,0.28,0.14,0.14,0.56,0.42,0.9,0.0,0.9,0.21,0.76,0.0,0.0,44.5,0.07,3.06,18.6,23.4,6.25,44.3,3.33,1.53,1.39,29.2,175.6,93.3,3.82,1.32,1.74,2.43,2.71,34.4,9.58,0.14,0.0,0.0,0.9,1.88,0.63,2.29,0.21,0.07,0.0,4.86,0.21,0.63,€40.00m,40000000.0,14.433333333333334,8.666666666666668,76.04790419161677,84.24242424242424,76.89320388349515,56.809338521400775,25.0,45.94594594594595,41.74174174174174,25.0,17.50439003707821,0.8314087759815242,0.019399538106235566,0.32217090069284066,0.047806004618937636,0.28891454965357966,2.023094688221709,0.03879907621247113,0.014549653579676674,1.4,0.39536951501154727,0.5535173210161661,4
Adil Aouchiche,FRA,MFFW,Lorient,Ligue 1,20,6,0,85,0,1.11,0.0,0.0,16.3,0.0,0.0,0.0,44.4,58.9,890.0,233.3,20.0,21.1,14.4,20.0,8.89,15.6,0.0,1.11,5.56,2.22,0.0,11.1,58.9,50.0,8.89,1.11,0.0,4.44,7.78,0.0,5.56,1.11,3.33,0.0,44.4,0.0,1.11,3.33,2.22,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,1.11,1.11,0.0,0.0,70.0,1.11,5.56,42.2,22.2,3.33,70.0,3.33,0.0,2.22,52.2,368.9,212.2,5.56,1.11,0.0,2.22,1.11,51.1,5.56,0.0,0.0,0.0,2.22,2.22,0.0,7.78,0.0,0.0,0.0,3.33,0.0,1.11,€2.00m,2000000.0,0.9444444444444444,0.0,75.38200339558574,94.78672985781989,72.0,56.987179487179496,0.0,0.0,66.66666666666667,0.0,14.508658238524095,0.0,0.0,3.5258823529411765,0.0,11.752941176470587,55.27058823529412,0.0,1.175294117647059,1.8,1.8804705882352941,3.3848470588235293,10
Adnan Januzaj,BEL,FW,Sevilla,La Liga,28,2,1,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,48.0,458.0,70.0,20.0,24.0,8.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,44.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,30.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,60.0,0.0,4.0,24.0,32.0,2.0,60.0,16.0,8.0,6.0,38.0,342.0,64.0,0.0,2.0,0.0,2.0,2.0,44.0,12.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,€1.20m,1200000.0,0.5222222222222223,0.0,62.5,83.33333333333334,80.0,33.33333333333333,0.0,50.0,37.5,0.0,13.997832948091215,0.0,0.0,0.0,0.0,3.829787234042553,72.7659574468085,0.0,3.829787234042553,1.0,0.3829787234042553,0.3829787234042553,4
Ado Onaiwu,JPN,FW,Toulouse,Ligue 1,27,19,4,610,1,0.29,3.4482758620689657,3.4482758620689657,15.9,0.0,0.0,0.0,17.8,24.0,228.8,35.1,11.0,14.6,4.56,5.88,0.59,0.88,0.15,0.59,1.18,0.44,0.0,1.47,24.0,23.1,0.59,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,17.8,0.29,1.03,1.76,1.47,0.0,0.0,0.0,0.29,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.74,0.44,0.0,0.29,0.44,0.29,0.74,0.44,0.29,0.0,0.29,0.0,0.74,0.44,0.0,30.4,0.44,1.91,14.6,14.1,3.09,30.4,0.59,0.29,0.29,22.5,124.7,42.6,1.03,0.74,0.74,1.91,1.76,25.0,7.35,0.0,0.0,0.0,1.18,1.47,0.15,0.15,0.44,0.0,0.0,1.91,3.38,3.53,€700k,700000.0,6.777777777777778,28.999999999999996,74.16666666666667,75.34246575342466,77.55102040816327,67.04545454545455,39.189189189189186,49.15254237288135,49.15254237288135,48.914616497829236,13.45883704259595,0.14754098360655737,0.022131147540983605,0.259672131147541,0.022131147540983605,0.21688524590163935,3.319672131147541,0.10918032786885246,0.0,1.0,0.1330081967213115,0.1330081967213115,4
Adolfo Gaich,ARG,FW,Hellas Verona,Serie A,23,1,0,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.7,93.3,20.0,6.67,20.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,26.7,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,6.67,33.3,3.33,40.0,6.67,3.33,3.33,20.0,103.3,0.0,0.0,0.0,3.33,10.0,3.33,33.3,6.67,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,10.0,€800k,800000.0,0.25555555555555554,0.0,37.453183520599254,33.35,100.0,0.0,0.0,49.92503748125937,49.92503748125937,0.0,13.592368256649284,0.0,0.0,0.0,0.0,13.030434782608697,78.26086956521739,0.0,0.0,1.4,1.3030434782608697,1.8242608695652176,7
Adrian Grbi?,AUT,MFFW,Lorient,Ligue 1,26,2,0,25,0,0.0,0.0,0.0,28.5,6.67,0.0,0.0,3.33,6.67,33.3,0.0,3.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,10.0,0.0,10.0,0.0,0.0,0.0,0.0,36.7,0.0,3.33,10.0,23.3,0.0,36.7,0.0,0.0,0.0,20.0,103.3,56.7,3.33,3.33,0.0,0.0,0.0,20.0,6.67,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,€900k,900000.0,0.2777777777777778,0.0,49.92503748125937,49.92503748125937,0.0,0.0,0.0,0.0,0.0,0.0,13.710151153416941,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,1.0,0.0,0.0,4
Adrien Hunou,FRA,FWMF,Angers,Ligue 1,29,21,21,1589,3,0.79,3.7974683544303796,3.7974683544303796,13.0,0.0,0.0,0.0,21.6,29.4,312.7,79.7,11.2,14.5,7.97,9.94,0.85,1.86,0.06,0.79,1.53,0.56,0.06,2.49,29.4,27.7,1.41,0.06,0.11,0.0,0.62,0.56,0.17,0.06,0.0,0.0,21.6,0.28,0.68,1.86,1.47,0.06,0.0,0.11,0.23,0.0,0.23,0.17,0.0,0.0,0.0,0.06,0.0,1.75,0.85,0.79,0.68,0.28,0.62,1.53,0.9,1.24,0.0,1.24,0.11,1.86,0.4,0.0,39.9,0.28,5.25,20.1,15.2,2.82,39.9,1.36,0.45,0.68,30.6,168.2,64.0,1.41,1.58,0.45,2.49,1.02,28.4,6.1,0.06,0.0,0.0,0.56,1.92,0.23,0.62,0.85,0.06,0.0,4.29,0.73,1.24,€300k,300000.0,17.655555555555555,26.333333333333336,73.46938775510205,77.24137931034483,80.18108651911469,45.69892473118279,40.52287581699346,33.088235294117645,50.0,37.055837563451774,12.611541086966115,0.1699181875393329,0.0033983637507866583,0.10534927627438642,0.013027061044682191,0.14103209565764632,1.7331655129011958,0.09911894273127754,0.006230333543108874,1.0,0.0972781623662681,0.0972781623662681,4
Adrien Rabiot,FRA,MF,Juventus,Serie A,27,17,16,1398,3,0.77,3.896103896103896,3.896103896103896,18.5,0.0,0.0,0.0,31.3,37.9,515.0,141.7,15.6,17.7,11.9,14.1,2.77,3.68,0.13,1.16,3.29,0.97,0.06,4.84,37.9,36.6,1.1,0.45,0.13,0.19,1.1,0.65,0.0,0.0,0.0,0.0,31.3,0.13,0.77,3.1,2.58,0.0,0.06,0.19,0.13,0.13,0.26,0.19,0.0,0.0,0.0,0.06,0.0,2.19,1.1,0.9,0.9,0.39,1.03,1.81,0.77,1.61,0.26,1.35,1.03,3.23,0.97,0.06,50.3,1.74,10.5,25.7,14.9,2.32,50.3,1.87,0.77,0.65,27.1,180.0,90.1,1.74,2.0,0.13,1.68,1.29,31.7,2.71,0.19,0.0,0.0,1.16,1.55,0.13,1.1,1.1,0.0,0.0,6.58,1.23,1.16,€20.00m,20000000.0,15.533333333333333,25.666666666666664,82.58575197889184,88.13559322033898,84.39716312056737,75.27173913043478,56.9060773480663,41.17647058823529,34.75935828877005,51.46443514644352,16.811242881518265,0.19313304721030042,0.008369098712446352,0.19957081545064378,0.016738197424892704,0.311587982832618,1.7446351931330473,0.1409871244635193,0.06630901287553648,1.0,0.1428540772532189,0.1428540772532189,4
Adrien Tameze,CMR,MF,Hellas Verona,Serie A,29,20,18,1562,0,0.06,0.0,0.0,20.4,0.0,0.0,0.0,22.6,30.5,401.2,122.9,9.94,12.7,9.83,12.0,2.36,3.97,0.0,0.69,2.53,0.46,0.0,3.51,30.5,28.9,1.38,0.98,0.0,0.11,0.4,0.11,0.0,0.0,0.0,0.0,22.6,0.23,0.46,1.44,1.21,0.06,0.0,0.0,0.11,0.06,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.49,0.75,0.75,0.57,0.17,0.69,1.49,0.8,1.84,0.63,1.21,1.15,2.64,1.9,0.11,41.7,3.22,11.1,22.9,8.28,0.92,41.7,1.15,0.57,0.52,19.2,110.0,44.5,0.75,1.32,0.17,1.15,1.09,21.1,2.01,0.11,0.0,0.0,1.03,0.92,0.06,0.4,0.75,0.0,0.0,5.92,0.98,1.03,€1.50m,1500000.0,17.355555555555554,0.0,74.09836065573771,78.26771653543307,81.91666666666667,59.44584382871536,46.30872483221476,49.565217391304344,45.21739130434783,48.75621890547264,14.220976332738882,0.0,0.0,0.08297055057618438,0.009795134443021769,0.20224071702944943,1.1062740076824584,0.08585147247119079,0.06626120358514724,1.0,0.03828745198463509,0.03828745198463509,4
